title,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,vote_average,vote_count,director
West Side Story,6000000,"['Crime', 'Drama', 'Music']",en,23.431117,"['United Artists', 'Seven Arts', 'Mirisch Pictures']",['United States of America'],1961-10-18,43656822,7.0,389,Robert Wise
Caddyshack,6000000,['Comedy'],en,15.929648,"['Orion Pictures', 'Warner Bros.']",['United States of America'],1980-07-25,39846344,6.6,365,Harold Ramis
The Usual Suspects,6000000,"['Drama', 'Crime', 'Thriller']",en,64.025031,"['Blue Parrot Productions', 'Bad Hat Harry Productions']",['United States of America'],1995-07-19,23341568,8.1,3254,Bryan Singer
A Nightmare on Elm Street 5: The Dream Child,8000000,"['Horror', 'Thriller']",en,12.654051,['New Line Cinema'],['United States of America'],1989-08-11,22168359,5.5,245,Stephen Hopkins
National Lampoonâ€™s Van Wilder,5000000,"['Comedy', 'Romance']",en,35.108498,"['Tapestry Films', 'Artisan Entertainment']",['United States of America'],2002-03-29,38275483,5.9,858,Walt Becker
The Wrestler,6000000,"['Drama', 'Romance']",en,40.196514,"['Saturn Films', 'Wild Bunch', 'Protozoa Pictures', 'Top Rope']",['United States of America'],2008-09-07,44703995,7.3,1000,Darren Aronofsky
Duel in the Sun,6000000,['Western'],en,7.60445,"['The Selznik Studio', 'Vanguard Films']",['United States of America'],1946-12-31,20400000,6.2,37,King Vidor
Escape from New York,6000000,"['Science Fiction', 'Action']",en,24.351305,"['AVCO Embassy Pictures', 'Goldcrest Films International', 'International Film Investors', 'City Film']",['United States of America'],1981-05-22,50244700,6.9,703,John Carpenter
Daddy Day Camp,6000000,"['Comedy', 'Family']",en,12.601677,"['Revolution Studios', 'TriStar Pictures']",['United States of America'],2007-08-08,18197398,4.4,91,Fred Savage
Mr. Nice Guy,12716953,"['Crime', 'Action', 'Comedy']",cn,7.077505,['Golden Harvest Company'],"['Australia', 'Hong Kong']",1997-01-31,18814720,6.3,128,Sammo Hung
A Mighty Wind,6000000,"['Comedy', 'Music']",en,4.053017,['Castle Rock Entertainment'],['United States of America'],2003-04-16,18750246,6.6,74,Christopher Guest
Sliding Doors,6000000,"['Comedy', 'Drama', 'Fantasy', 'Romance']",en,15.639016,"['Paramount Pictures', 'Miramax Films', 'Intermedia Films', 'Mirage Enterprises']","['United Kingdom', 'United States of America']",1998-04-23,58000000,6.5,354,Peter Howitt
Tales from the Hood,6000000,"['Crime', 'Horror', 'Thriller']",en,3.89204,"['40 Acres & A Mule Filmworks', 'Savoy Pictures']",['United States of America'],1995-05-24,12000000,5.4,32,Rusty Cundieff
The Last King of Scotland,6000000,['Drama'],en,26.286954,"['Fox Searchlight Pictures', 'Cowboy Films', 'DNA Films', 'Scottish Screen', 'UK Film Council', 'Filmfour', 'Slate Films', 'Tatfilm']","['United Kingdom', 'Germany', 'United States of America']",2006-09-01,48027970,7.4,558,Kevin Macdonald
Halloween 5: The Revenge of Michael Myers,5000000,"['Horror', 'Thriller']",en,8.008844,['Trans Pacific Films'],['United States of America'],1989-10-12,11642254,5.2,183,Dominique Othenin-Girard
Bernie,5000000,"['Comedy', 'Crime', 'Drama']",en,12.68514,"['Castle Rock Entertainment', 'Horsethief Pictures', 'Mandalay Vision', 'Wind Dancer Productions', 'Detour Filmproduction']",['United States of America'],2012-04-27,9206470,6.5,320,Richard Linklater
Dolphins and Whales: Tribes of the Ocean,6000000,['Documentary'],en,0.041651,"['3D Entertainment', 'Gavin McKinney Underwater Productions']","['Bahamas', 'United Kingdom']",2008-02-15,7518876,8.0,3,Jean-Jacques Mantello
200 Cigarettes,6000000,"['Comedy', 'Drama', 'Romance']",en,3.561198,['Paramount Pictures'],['United States of America'],1999-02-26,6852450,6.1,44,Risa Bramon Garcia
The Words,6000000,"['Drama', 'Thriller']",en,14.988746,"['CBS Films', 'Also Known As Pictures']",['United States of America'],2012-09-07,13231461,6.4,379,Brian Klugman
City Island,6000000,"['Drama', 'Comedy']",en,6.497285,"['Lucky Monkey Pictures', 'CineSon Entertainment', 'Filmsmith Productions', 'Medici Entertainment', 'Gremi Film Production']",['United States of America'],2009-03-06,6670712,6.9,113,Raymond De Felitta
The Guard,6000000,"['Action', 'Comedy', 'Thriller', 'Crime']",en,19.411141,"['UK Film Council', 'Crescendo Productions', 'Element Pictures', 'Irish Film Board', 'Prescience', 'Reprisal Films', 'Aegis Film Fund']",['Ireland'],2011-07-07,19560274,6.8,372,John Michael McDonagh
College,7000000,['Comedy'],en,7.034618,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],2008-08-28,6230276,4.8,48,Deb Hagan
The Virgin Suicides,6000000,"['Drama', 'Romance']",en,26.218912,['American Zoetrope'],['United States of America'],1999-04-21,10409377,7.1,817,Sofia Coppola
Wish I Was Here,5500000,"['Drama', 'Comedy']",en,15.015271,"['Double Feature Films', 'Wild Bunch', 'Worldview Entertainment']",['United States of America'],2014-01-18,5483299,6.4,300,Zach Braff
Simply Irresistible,6000000,['Comedy'],en,5.696491,"['New Regency Pictures', 'Taurus Film', 'Polar Entertainment Corporation']",['United States of America'],1999-02-05,4398989,5.5,52,Mark Tarlov
Novocaine,6000000,"['Comedy', 'Crime', 'Thriller']",en,4.148253,['Numb Gums Production Inc.'],['United States of America'],2001-11-23,2025238,6.0,44,David Atkins
The Wild Bunch,6244087,"['Adventure', 'Western']",en,14.970654,['Warner Brothers/Seven Arts'],['United States of America'],1969-06-17,638641,7.6,259,Sam Peckinpah
The Wackness,6000000,['Drama'],en,7.161051,"['SBK Pictures', 'Occupant Entertainment']",['United States of America'],2008-07-03,2899975,6.2,94,Jonathan Levine
Beastmaster 2: Through the Portal of Time,6000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",en,1.478505,"['Les Films 21', 'Republic Pictures']",['United States of America'],1991-06-08,869325,4.6,17,Sylvio Tabet
The 5th Quarter,6000000,['Drama'],en,0.215464,"['McCreary Entertainment', 'Angel City Pictures']",['United States of America'],2011-03-25,399611,4.7,12,Rick Bieber
Snow Flower and the Secret Fan,134005,"['Drama', 'History']",en,2.260315,['IDG China Media'],['China'],2011-07-15,1332231,5.3,22,Wayne Wang
Deadfall,12000000,"['Crime', 'Drama', 'Thriller']",en,10.19041,"['StudioCanal', 'Mutual Film Company', '2929 Productions', 'Magnolia Pictures', 'Madhouse Entertainment']","['France', 'United States of America']",2012-11-08,66351,5.6,224,Stefan Ruzowitzky
Videodrome,5952000,"['Horror', 'Mystery', 'Science Fiction']",en,18.119265,"['Universal Pictures', 'Famous Players Ltd', 'Guardian Trust Company', 'Filmplan International II']",['Canada'],1983-02-04,2120439,7.1,454,David Cronenberg
The Spanish Apartment,5300000,"['Drama', 'Comedy', 'Romance']",fr,13.034602,['Mate Producciones S.A.'],['France'],2002-05-17,3897799,7.0,266,Cédric Klapisch
Song One,6000000,['Drama'],en,6.349218,['Worldview Entertainment'],['United States of America'],2014-01-20,32251,5.5,87,Kate Barker-Froyland
Winter in Wartime,4000000,"['Drama', 'History', 'War']",nl,5.013575,"['Max TV', 'Prime Time', 'Isabella Films B.V.', 'Fu Works', 'Isabella Films']","['Netherlands', 'Belgium']",2008-11-17,530048,6.8,66,Martin Koolhoven
The Train,5800000,"['Action', 'Drama', 'Thriller', 'War']",en,4.49029,"['Les Productions Artistes Associés', 'Les Films Ariane', 'Dear Film Produzione']","['France', 'United States of America']",1964-09-21,6800000,7.2,72,John Frankenheimer
The Protector,6000000,"['Action', 'Crime', 'Drama', 'Thriller']",th,11.81832,"['The Weinstein Company', 'Sahamongkol Film International', 'Vivendi']","['Thailand', 'Australia']",2005-08-11,27165581,6.8,167,Prachya Pinkaew
Bend It Like Beckham,3500159,"['Comedy', 'Drama', 'Romance']",en,22.054546,"['Fox Searchlight Pictures', 'Kintop Pictures', 'Filmförderung Hamburg', 'UK Film Council']","['India', 'Germany', 'United Kingdom', 'United States of America']",2002-04-11,76578641,6.2,578,Gurinder Chadha
Crossover,5800000,"['Action', 'Adventure', 'Drama']",en,3.201886,"['360 Pictures', 'Dribble Productions', 'Platinum Equity']",['United States of America'],2006-09-01,7000000,4.2,10,Preston A. Whitmore II
[REC]Â²,5600000,"['Thriller', 'Horror']",es,22.341462,['Filmax'],['Spain'],2009-09-15,18469680,6.4,489,Jaume Balagueró
The Sting,5500000,"['Comedy', 'Crime', 'Drama']",en,28.500913,['Universal Pictures'],['United States of America'],1973-12-25,159616327,7.9,622,George Roy Hill
Chariots of Fire,5500000,"['Drama', 'History']",en,10.439971,"['Twentieth Century Fox Film Corporation', 'Warner Bros.', 'Enigma Productions', 'The Ladd Company', 'Allied Stars, Ltd.']",['United Kingdom'],1981-05-15,58972904,6.8,207,Hugh Hudson
High Plains Drifter,5500000,['Western'],en,19.127239,"['Universal Pictures', 'Malpaso Productions']",['United States of America'],1973-04-19,15700000,7.4,278,Clint Eastwood
Galaxina,5500000,"['Comedy', 'Science Fiction']",en,2.141143,['Marimark Productions'],['United States of America'],1980-06-06,4865000,3.3,16,William Sachs
Mambo Italiano,4361898,"['Comedy', 'Romance']",en,2.080741,['icon'],['Canada'],2003-06-06,3031801,5.6,28,Émile Gaudreault
Wonderland,5000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,7.79068,['Lions Gate Films'],"['Canada', 'United States of America']",2003-10-23,2466444,6.2,73,James Cox
Do the Right Thing,6500000,['Drama'],en,15.580335,"['Universal Pictures', '40 Acres & A Mule Filmworks']",['United States of America'],1989-06-30,37295445,7.6,292,Spike Lee
Rang De Basanti,2200000,['Drama'],hi,5.206967,"['Flicks Motion Pictures', 'UTV Motion Pictures']",['India'],2006-01-26,11502151,7.2,97,Rakeysh Omprakash Mehra
Miss Julie,5500000,['Drama'],en,5.033065,['Maipo Film- og TV Produksjon'],"['United Kingdom', 'Norway']",2014-09-07,5000000,5.9,45,Liv Ullmann
Saw II,4000000,['Horror'],en,42.187986,"['Lions Gate Films', 'Got Films', 'Twisted Pictures', 'Evolution Entertainment', 'Saw 2 Productions']",['United States of America'],2005-10-28,152925093,6.3,1251,Darren Lynn Bousman
10 Cloverfield Lane,15000000,"['Thriller', 'Science Fiction', 'Drama']",en,53.698683,"['Paramount Pictures', 'Bad Robot', 'Spectrum Effects']",['United States of America'],2016-03-10,108286421,6.8,2468,Dan Trachtenberg
Jackass: The Movie,5000000,"['Documentary', 'Comedy']",en,14.752587,"['Paramount Pictures', 'MTV Films', 'Dickhouse Productions', 'Lynch Siderow Productions']",['United States of America'],2002-10-21,64282312,6.1,345,Jeff Tremaine
Lights Out,4900000,"['Horror', 'Thriller']",en,48.170508,"['New Line Productions', 'Matter Productions', 'Atomic Monster']",['United States of America'],2016-07-21,44107032,6.3,1129,David F. Sandberg
Paranormal Activity 3,5000000,['Horror'],en,29.15813,"['Paramount Pictures', 'Blumhouse Productions', 'Room 101', 'Solana Films']",['United States of America'],2011-10-19,205703818,5.9,669,Henry Joost
Ouija,5000000,['Horror'],en,56.30466,"['Universal Pictures', 'Dentsu Inc.', 'Platinum Dunes', 'Media Rights Capital', 'Blumhouse Productions', 'Fuji Television Network', 'Hasbro Studios', '5150 Action', 'White Noise Factory']","['Japan', 'United States of America']",2014-10-24,103590271,4.9,983,Stiles White
A Nightmare on Elm Street 3: Dream Warriors,5000000,"['Horror', 'Thriller']",en,17.304055,"['New Line Cinema', 'Smart Egg Pictures']",['United States of America'],1987-02-27,44793222,6.5,354,Chuck Russell
Instructions Not Included,5500000,"['Comedy', 'Drama']",es,9.59729,"['Filmax', 'Signature Entertainment', 'Pinema', 'Pantelion Films']",['Mexico'],2013-07-20,99067206,7.5,205,Eugenio Derbez
Paranormal Activity 4,5000000,['Horror'],en,20.326337,"['Paramount Pictures', 'Blumhouse Productions', 'Room 101', 'Solana Films']",['United States of America'],2012-10-17,142817992,5.2,563,Henry Joost
The Robe,4100000,['Drama'],en,4.028875,['Twentieth Century Fox Film Corporation'],['United States of America'],1953-09-16,36000000,6.4,42,Henry Koster
The Return of the Pink Panther,5000000,['Comedy'],en,6.470766,"['United Artists', 'Jewel Productions', 'Pimlico Films', 'Incorporated Television Company (ITC)']",['United Kingdom'],1975-05-21,41833347,6.7,137,Blake Edwards
Freddy's Dead: The Final Nightmare,11000000,"['Horror', 'Thriller', 'Comedy']",en,16.856231,['New Line Cinema'],['United States of America'],1991-09-05,34872033,5.1,272,Rachel Talalay
Monster,8000000,"['Crime', 'Drama']",en,19.683187,['Newmarket Films'],['United States of America'],2003-11-16,60378584,7.0,485,Patty Jenkins
"20,000 Leagues Under the Sea",5000000,"['Adventure', 'Drama', 'Science Fiction']",en,9.358197,['Walt Disney Productions'],['United States of America'],1954-12-23,28200000,6.8,157,Richard Fleischer
Paranormal Activity: The Marked Ones,5000000,"['Horror', 'Thriller']",en,19.984477,"['Blumhouse Productions', 'Room 101', 'Solana Films']",['United States of America'],2014-01-01,86362372,5.2,449,Christopher B. Landon
The Elephant Man,5000000,"['Drama', 'History']",en,30.271066,['Brooksfilms'],"['United Kingdom', 'United States of America']",1980-10-02,26010864,7.9,719,David Lynch
Dallas Buyers Club,5000000,"['Drama', 'History']",en,59.454473,"['Universal Studios', 'Universal Pictures', 'Voltage Pictures', 'Truth Entertainment']",['United States of America'],2013-09-07,55198285,7.9,2886,Jean-Marc Vallée
The Lazarus Effect,3300000,"['Thriller', 'Horror']",en,20.304235,"['Lionsgate', 'Blumhouse Productions', 'Chapter One Films']",['United States of America'],2015-01-29,64110728,5.1,505,David Gelb
Memento,9000000,"['Mystery', 'Thriller']",en,60.715151,"['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions']",['United States of America'],2000-10-11,39723096,8.1,4028,Christopher Nolan
Oculus,5000000,['Horror'],en,35.871248,"['Intrepid Pictures', 'Blumhouse Productions', 'Relativity Media', 'WWE Studios', 'MICA Entertainment']",['United States of America'],2013-09-08,44030246,6.3,1050,Mike Flanagan
Clerks II,5000000,['Comedy'],en,18.077963,"['The Weinstein Company', 'View Askew Productions']",['United States of America'],2006-05-25,26888376,6.9,398,Kevin Smith
Billy Elliot,5000000,"['Drama', 'Comedy', 'Music']",en,20.428237,"['BBC Films', 'Tiger Aspect Productions', 'StudioCanal', 'Arts Council of England', 'Working Title Films', 'WT2 Productions']","['France', 'United Kingdom']",2000-05-18,110000000,7.4,750,Stephen Daldry
The Way Way Back,4600000,"['Comedy', 'Drama']",en,32.14444,"['Fox Searchlight Pictures', 'Odd Lot Entertainment', 'Sycamore Pictures']",['United States of America'],2013-06-06,23198652,7.1,688,Nat Faxon
The Man from Snowy River,3500000,"['Family', 'Drama', 'Action', 'Western', 'Romance']",en,3.656491,['Cambridge Productions'],['Australia'],1982-03-02,20659423,6.8,37,George T. Miller
Our Idiot Brother,10000000,"['Comedy', 'Drama']",en,15.688439,"['The Weinstein Company', 'Likely Story', 'Big Beach Films', 'Yuk Films']",['United States of America'],2011-08-26,17273593,5.9,365,Jesse Peretz
Race,5000000,"['Action', 'Drama']",en,22.9951,"['Forecast Pictures', 'Solofilms', 'JoBro Productions & Film Finance', 'Trinity Race']","['Canada', 'Germany']",2016-02-19,24804129,7.1,478,Stephen Hopkins
"As Above, So Below",5000000,"['Horror', 'Thriller']",en,26.510558,"['Universal Pictures', 'Legendary Pictures', 'Brothers Dowdle Productions']",['United States of America'],2014-08-14,40100000,6.1,766,John Erick Dowdle
Still Alice,5000000,['Drama'],en,35.307577,"['Killer Films', 'Big Indie Pictures', 'Backup Media', 'BSM Studio']",['United States of America'],2014-12-05,43884652,7.5,1104,Richard Glatzer
The Egyptian,5000000,"['History', 'Drama']",en,4.079111,['Twentieth Century Fox Film Corporation'],['United States of America'],1954-08-25,15000000,6.0,11,Michael Curtiz
Friday the 13th Part VIII: Jason Takes Manhattan,5000000,"['Horror', 'Thriller']",en,12.904615,"['Paramount Pictures', 'Sean S. Cunningham Films', 'Horror Inc.']",['United States of America'],1989-07-28,14000000,4.8,191,Rob Hedden
My Big Fat Greek Wedding,5000000,"['Comedy', 'Drama', 'Romance']",en,18.115566,"['Home Box Office (HBO)', 'Playtone', 'Gold Circle Films', 'Ontario Film Development Corporation', 'MPH Entertainment Productions']","['Canada', 'United States of America']",2002-02-22,368744044,6.2,671,Joel Zwick
Spring Breakers,5000000,"['Drama', 'Crime']",en,62.554173,"['RabbitBandini Productions', 'Division Films', 'Pop Films', 'Radar Pictures', 'Muse Productions', 'MJZ', ""O' Salvation"", 'Iconoclast']","['France', 'United States of America']",2013-01-24,31724284,5.0,1551,Harmony Korine
Halloween: The Curse of Michael Myers,5000000,"['Horror', 'Thriller']",en,9.483717,['Miramax Films'],['United States of America'],1995-09-29,15116634,5.0,170,Joe Chappelle
Y Tu MamÃ¡ TambiÃ©n,5000000,"['Drama', 'Romance']",es,16.890285,"['Bésame Mucho Pictures', 'Producciones Anhelo', 'The Criterion Collection']",['Mexico'],2001-06-08,33616692,7.3,315,Alfonso Cuarón
Shaun of the Dead,4000000,"['Horror', 'Comedy']",en,49.12486,"['Universal Pictures', 'Big Talk Productions', 'StudioCanal', 'Film4', 'Working Title Films', 'WT2 Productions', 'De Wolfe Music', 'Inside Track 2']","['United Kingdom', 'United States of America', 'France']",2004-04-09,30039392,7.5,2420,Edgar Wright
Lone Star,5000000,"['Drama', 'Mystery', 'Romance']",en,5.960149,"['Castle Rock Entertainment', 'Columbia Pictures Corporation', 'Rio Dulce']",['United States of America'],1996-06-21,13269963,6.9,77,John Sayles
Halloween 4: The Return of Michael Myers,5000000,"['Horror', 'Thriller']",en,9.302349,['Dimension Films'],['United States of America'],1988-10-21,17768757,5.9,209,Dwight H. Little
Lone Wolf McQuade,5000000,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Western']",en,8.452666,"['1818', 'Lone Wolf McQuade Associates', 'Topkick Productions']",['United States of America'],1983-04-14,12232628,5.5,67,Steve Carver
Apollo 18,5000000,"['Horror', 'Thriller', 'Science Fiction']",en,17.028252,"['Bazelevs Production', 'Dimension Films', 'Bekmambetov Projects Ltd.']","['Canada', 'United States of America']",2011-07-20,25562924,5.0,356,Gonzalo López-Gallego
Sunshine Cleaning,5000000,"['Comedy', 'Drama']",en,19.336367,"['Back Lot Pictures', 'Overture Films', 'Big Beach Films']",['United States of America'],2008-01-18,16174377,6.5,255,Christine Jeffs
No Escape,5000000,"['Action', 'Thriller']",en,38.006982,"['Bold Films', 'Living Films', 'Brothers Dowdle Productions']",['United States of America'],2015-08-26,54418872,6.7,777,John Erick Dowdle
Solomon and Sheba,5000000,"['Drama', 'History', 'Romance', 'War']",en,0.835617,['Edward Small Productions'],['United States of America'],1959-12-25,12200000,5.4,8,King Vidor
Fifty Shades of Black,20000000,"['Romance', 'Comedy']",en,14.947588,['Open Road Films (II)'],['United States of America'],2016-01-28,21164799,4.3,331,Michael Tiddes
A Farewell to Arms,4,"['Drama', 'Romance', 'War']",en,1.199451,['Paramount Pictures'],['United States of America'],1932-12-08,25,6.2,28,Frank Borzage
The Barbarian Invasions,8000000,"['Comedy', 'Crime', 'Drama']",fr,3.03091,"['Pyramide Productions', 'Cinémaginaire Inc.', 'Téléfilm Canada', 'The Harold Greenberg Fund', 'Astral Films', 'Canal+', 'Société Radio-Canada', 'Société de Développement des Entreprises Culturelles (SODEC)', 'Centre National de la Cinématographie (CNC)']","['Canada', 'France']",2003-05-21,3432342,6.7,77,Denys Arcand
Force 10 from Navarone,5000000,"['Action', 'Adventure', 'War', 'Thriller']",en,5.348446,['Columbia Pictures Corporation'],['United Kingdom'],1978-11-01,7230000,6.4,91,Guy Hamilton
Once Upon a Time in the West,5000000,['Western'],it,49.333137,"['Paramount Pictures', 'Rafran Cinematografica', 'Finanzia San Marco']","['Italy', 'Spain', 'United States of America']",1968-12-21,5321508,8.1,1128,Sergio Leone
Moon,5000000,"['Science Fiction', 'Drama']",en,46.114184,"['Liberty Films UK', 'Lunar Industries', 'Xingu Films', 'Limelight Fund']",['United Kingdom'],2009-06-12,9760104,7.6,1794,Duncan Jones
Sea Rex 3D: Journey to a Prehistoric World,5000000,['Documentary'],en,4.498368,"['N3D Land Productions', 'Mantello Brothers Productions']","['France', 'United Kingdom']",2010-05-14,4074023,5.9,11,Ronan Chapalain
The Sweet Hereafter,5000000,['Drama'],en,7.673124,"['Fine Line Features', 'Alliance Communications']",['Canada'],1997-05-14,3263585,6.8,103,Atom Egoyan
Of Gods and Men,4000000,"['Drama', 'History']",fr,4.992475,"['Why Not Productions', 'Armada Films', 'France Télévision', 'Cinémage 4', 'Cofinova 6', 'Soficinéma 6']",['France'],2010-05-18,41424067,6.5,91,Xavier Beauvois
Bottle Shock,5000000,"['Comedy', 'Drama']",en,6.174435,"['Zininsa Film Production', 'Intellectual Properties Worldwide']",['United States of America'],2008-08-06,4040588,6.6,60,Randall Miller
Heavenly Creatures,5000000,"['Drama', 'Fantasy']",en,8.753409,"['WingNut Films', 'Miramax Films', 'New Zealand Film Commission', 'Fontana Productions']",['New Zealand'],1994-09-02,3049135,7.0,294,Peter Jackson
90 Minutes in Heaven,5000000,['Drama'],en,3.943706,"['Emmett/Furla Films', 'Giving Films']",['United States of America'],2015-09-11,4842699,5.4,40,Michael Polish
Everything Must Go,5000000,"['Comedy', 'Drama', 'Romance']",en,9.169411,"['Birdsong Pictures', 'IM Global']",['United States of America'],2010-10-15,2614773,6.0,208,Dan Rush
Zero Effect,5000000,"['Comedy', 'Crime', 'Mystery', 'Thriller']",en,2.732031,"['Castle Rock Entertainment', 'Columbia Pictures Corporation', 'Manifest Film Company']",['United States of America'],1998-01-30,1980338,6.0,55,Jake Kasdan
The Machinist,5000000,"['Thriller', 'Drama']",en,35.252056,"['Filmax Entertainment', 'Castelao Producciones', 'Canal+ España', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'ICF']","['United States of America', 'Spain']",2004-02-09,8203235,7.3,1247,Brad Anderson
Kill the Messenger,5000000,"['Thriller', 'Crime', 'Drama', 'Mystery']",en,21.343093,"['The Combine', 'Bluegrass Films']",['United States of America'],2014-10-09,2450846,6.6,355,Michael Cuesta
Rabbit Hole,5000000,['Drama'],en,10.095184,['Olympus Pictures'],['United States of America'],2010-12-16,5129058,6.9,165,John Cameron Mitchell
Party Monster,5000000,"['Comedy', 'Drama', 'Crime']",en,4.129165,['ContentFilm'],"['Netherlands', 'United States of America']",2003-09-05,742898,5.9,58,Fenton Bailey
Green Room,5000000,"['Horror', 'Crime', 'Thriller']",en,30.001024,"['Film Science', 'Broad Green Pictures']",['United States of America'],2016-04-15,3220371,6.7,683,Jeremy Saulnier
Atlas Shrugged Part III: Who is John Galt?,5000000,"['Drama', 'Science Fiction', 'Mystery']",en,1.731035,['Atlas 3 Productions'],['United States of America'],2014-09-12,846704,3.9,15,James Manera
Bottle Rocket,7000000,"['Comedy', 'Crime', 'Drama']",en,11.700578,"['Gracie Films', 'Columbia Pictures Corporation']",['United States of America'],1996-02-21,560069,6.8,281,Wes Anderson
Tucker and Dale vs Evil,5000000,"['Comedy', 'Horror']",en,19.940245,['Eden Rock Media'],"['Canada', 'United States of America']",2010-01-22,5476793,7.3,847,Eli Craig
The Visit,5000000,"['Horror', 'Thriller']",en,38.94708,"['Blumhouse Productions', 'Blinding Edge Pictures']",['United States of America'],2015-09-10,98450062,6.0,1360,M. Night Shyamalan
Redacted,5000000,"['Drama', 'War']",en,3.792015,"['HDNet Films', 'The Film Farm']",['United States of America'],2007-01-01,782102,6.2,37,Brian De Palma
Sling Blade,1000000,['Drama'],en,14.805264,['Miramax Films'],['United States of America'],1996-08-30,24475416,7.4,231,Billy Bob Thornton
The Awakening,4798235,"['Horror', 'Thriller']",en,25.30216,"['BBC Films', 'Studio Canal', 'Creative Scotland', 'Origin Pictures', 'Lipsync Productions']",['United Kingdom'],2011-08-17,209696,6.3,458,Nick Murphy 
Hostel,4800000,['Horror'],en,38.83192,"['International Production Company', 'Raw Nerve', 'Lionsgate', 'Next Entertainment', 'Screen Gems', 'Hostel LLC']",['United States of America'],2005-01-06,80578934,5.7,887,Eli Roth
Take Shelter,5000000,"['Thriller', 'Drama']",en,19.807295,"['Hydraulx', 'REI Capital', 'Grove Hill Productions', 'Strange Matter Films']",['United States of America'],2011-11-25,3099314,7.1,471,Jeff Nichols
The Texas Chainsaw Massacre 2,4700000,['Horror'],en,9.617777,['Cannon Films'],['United States of America'],1986-08-22,8025872,5.9,139,Tobe Hooper
Pat Garrett & Billy the Kid,4638783,['Western'],en,4.495256,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1973-05-23,11000000,7.2,65,Sam Peckinpah
Only God Forgives,4800000,"['Drama', 'Thriller', 'Crime']",en,35.754865,"['Gaumont', 'Wild Bunch', 'Bold Films', 'Film i Väst', 'A Grand Elephant']","['France', 'Denmark', 'Sweden', 'Thailand', 'United States of America']",2013-05-30,10337387,5.6,862,Nicolas Winding Refn
Police Academy,4500000,"['Comedy', 'Crime']",en,15.002502,"['Warner Bros.', 'The Ladd Company']",['United States of America'],1984-03-22,146198896,6.5,602,Hugh Wilson
The Blue Lagoon,4500000,"['Romance', 'Adventure', 'Drama']",en,22.585384,['Columbia Pictures Corporation'],['United States of America'],1980-07-05,58853106,5.8,408,Randal Kleiser
Four Weddings and a Funeral,6000000,"['Comedy', 'Drama', 'Romance']",en,29.834065,"['Channel Four Films', 'PolyGram Filmed Entertainment', 'Working Title Films']",['United Kingdom'],1994-03-09,254700832,6.6,632,Mike Newell
Fast Times at Ridgemont High,4500000,['Comedy'],en,20.403344,"['Universal Pictures', 'Refugee Films']",['United States of America'],1982-08-13,27092880,7.0,322,Amy Heckerling
Moby Dick,4500000,"['Adventure', 'Drama']",en,5.224593,"['Warner Bros.', 'Moulin Productions Inc.']",['United States of America'],1956-06-27,10400000,6.9,89,John Huston
25th Hour,15000000,"['Crime', 'Drama']",en,30.196039,"['40 Acres & A Mule Filmworks', 'Touchstone Pictures']",['United States of America'],2002-12-16,13060843,7.2,629,Spike Lee
Bound,4500000,"['Crime', 'Drama', 'Romance', 'Thriller']",en,15.359952,"['Dino De Laurentiis Company', 'Spelling Films']",['United States of America'],1996-09-13,7011317,6.9,198,Lilly Wachowski
Requiem for a Dream,4500000,"['Crime', 'Drama']",en,11.573034,['Artisan Entertainment'],['United States of America'],2000-10-27,7390108,7.9,2443,Darren Aronofsky
Moms' Night Out,5000000,['Comedy'],en,10.274542,"['TriStar Pictures', 'Provident Films', 'Pure Flix Entertainment', 'Affirm Films', 'FourBoys Entertainment']",['United States of America'],2014-03-25,10429707,5.5,121,Jon Erwin
Donnie Darko,6000000,"['Fantasy', 'Drama', 'Mystery']",en,61.210016,"['Pandora Cinema', 'Flower Films', 'Adam Fields Productions']",['United States of America'],2001-01-18,1270522,7.7,3452,Richard Kelly
Life During Wartime,4500000,"['Comedy', 'Drama']",en,3.108881,['Werc Werk Works'],['United States of America'],2009-10-10,744816,6.3,30,Todd Solondz
After.Life,4500000,"['Drama', 'Horror', 'Mystery', 'Thriller']",en,14.570359,"['Plum Pictures', 'Harbor Light Entertainment', 'Lleju Productions']",['United States of America'],2010-04-09,3606395,5.4,251,Agnieszka Wojtowicz-Vosloo
One Flew Over the Cuckoo's Nest,3000000,['Drama'],en,127.525581,"['United Artists', 'Fantasy Films', 'Warner Bros.']",['United States of America'],1975-11-18,108981275,8.2,2919,Miloš Forman
Airlift,4500000,"['Thriller', 'Action', 'Drama', 'History']",hi,2.551559,"['T-Series', 'Hari Om Entertainment Co.', 'Cape Of Good Films']",['India'],2016-01-22,32000000,7.3,57,Raja Menon
The Sweeney,3730500,"['Action', 'Drama', 'Crime']",en,6.938854,"['Vertigo Films', 'Exponential Films', 'Embargo Films']",['United Kingdom'],2012-09-11,6294161,5.7,109,Nick Love
